Ligne (ID);Ligne (nom court);Code du sens;Destination;Point d'arrêt (ID);Point d'arrêt (nom);Coordonnées;Arrivée;Départ;Précision
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T22:05:35+01:00;2021-03-08T22:05:45+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T21:15:59+01:00;2021-03-08T21:16:09+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T22:10:05+01:00;2021-03-08T22:10:15+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T22:23:35+01:00;2021-03-08T22:23:45+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T21:20:29+01:00;2021-03-08T21:20:39+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T22:28:05+01:00;2021-03-08T22:28:15+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T22:46:05+01:00;2021-03-08T22:46:15+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T21:29:29+01:00;2021-03-08T21:29:39+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T22:37:05+01:00;2021-03-08T22:37:15+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T22:55:05+01:00;2021-03-08T22:55:15+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T21:34:05+01:00;2021-03-08T21:34:15+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T22:41:35+01:00;2021-03-08T22:41:45+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T23:04:05+01:00;2021-03-08T23:04:15+01:00;Applicable
1001;a;0;La Poterie;5013;Triangle;48.086405,-1.660521;2021-03-08T21:38:35+01:00;2021-03-08T21:38:45+01:00;Applicable
